date,category,period,metric,mw,time_from,time_to,frequency_hz,classification,source_sha256
2024-05-26,maximum,Morning,Consumption,2866,06:00,06:30,50.00,official_observed_reference,4c78f7721174940450979ccd7494d5ce1e0048cb35f712642b7feb204f7278ab
2024-05-26,minimum,Night,Generation,241,18:00,18:30,50.09,official_observed_reference,4c78f7721174940450979ccd7494d5ce1e0048cb35f712642b7feb204f7278ab
2024-05-26,minimum,Night,Consumption,2695,04:30,05:00,49.97,official_observed_reference,4c78f7721174940450979ccd7494d5ce1e0048cb35f712642b7feb204f7278ab
2024-05-26,minimum,Day,Generation,126,16:00,16:30,50.04,official_observed_reference,4c78f7721174940450979ccd7494d5ce1e0048cb35f712642b7feb204f7278ab
2024-05-26,minimum,Day,Consumption,2653,14:00,14:30,49.97,official_observed_reference,4c78f7721174940450979ccd7494d5ce1e0048cb35f712642b7feb204f7278ab
2024-05-27,maximum,Day,Generation,1321,17:30,18:00,50.13,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,maximum,Day,Consumption,3599,16:00,16:30,50.02,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,maximum,Evening,Generation,1618,21:00,21:30,49.9,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,maximum,Evening,Consumption,4198,19:00,19:30,50.07,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,maximum,Morning,Generation,898,06:30,07:00,49.93,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,maximum,Morning,Consumption,3038,08:00,08:30,50.05,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,minimum,Night,Generation,747,01:30,02:00,50.03,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,minimum,Night,Consumption,2647,03:00,03:30,49.95,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,minimum,Day,Generation,641,11:00,11:30,50.01,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-27,minimum,Day,Consumption,3112,09:00,09:30,49.98,official_observed_reference,caf3d2c4e684775e19690d8c70e29d4ddc40c1905b27eb3c3f50a8bbb8d7bdae
2024-05-28,maximum,Day,Generation,1274,14:00,14:30,50.01,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,maximum,Day,Consumption,3448,17:00,17:30,50.07,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,maximum,Evening,Generation,1523,21:30,22:00,50.08,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,maximum,Evening,Consumption,4007,19:00,19:30,50.00,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,maximum,Morning,Generation,1167,05:30,06:00,50.13,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,maximum,Morning,Consumption,3236,08:00,08:30,50.05,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,minimum,Night,Generation,752,03:30,04:00,50.02,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,minimum,Night,Consumption,2815,03:30,04:00,50.02,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,minimum,Day,Generation,613,08:00,08:30,50.05,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-28,minimum,Day,Consumption,2926,12:30,13:00,50.04,official_observed_reference,3318fb9d7ebad9823a52bcf4cf5004c69f879ae71792b2b9bd61c514f1f19d58
2024-05-29,maximum,Day,Generation,1170,16:30,17:00,50.03,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,maximum,Day,Consumption,3473,15:00,15:30,50.04,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,maximum,Evening,Generation,1697,20:30,21:00,49.96,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,maximum,Evening,Consumption,3905,19:00,19:30,50.00,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,maximum,Morning,Generation,1254,05:00,05:30,49.98,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,maximum,Morning,Consumption,3035,06:30,07:00,50.03,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,minimum,Night,Generation,972,18:00,18:30,50.09,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,minimum,Night,Consumption,2671,04:00,04:30,50.01,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,minimum,Day,Generation,425,08:30,09:00,50.17,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-29,minimum,Day,Consumption,3119,09:30,10:00,50.00,official_observed_reference,57a27f83f123cdcfcdb5c745b115345ebd987ee8a1d3e4eb2a3423c513f293a1
2024-05-30,maximum,Day,Generation,1434,16:30,17:00,50.1,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,maximum,Day,Consumption,3542,17:30,18:00,50.02,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,maximum,Evening,Generation,1662,21:00,21:30,50.07,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,maximum,Evening,Consumption,3969,19:00,19:30,50.04,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,maximum,Morning,Generation,998,05:30,06:00,50.1,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,maximum,Morning,Consumption,3151,08:30,09:00,50.01,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,minimum,Night,Generation,978,05:00,05:30,50.03,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,minimum,Night,Consumption,2759,04:00,04:30,50.04,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,minimum,Day,Generation,514,08:30,09:00,50.01,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-30,minimum,Day,Consumption,3203,09:00,09:30,50.01,official_observed_reference,7c84fc340ad045d3d72d31fbaae2e8a15332aef0fafb9dc594a64e38faf37da6
2024-05-31,maximum,Day,Generation,1611,17:30,18:00,50.06,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,maximum,Day,Consumption,3850,17:00,17:30,49.96,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,maximum,Evening,Generation,1707,21:30,22:00,50.04,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,maximum,Evening,Consumption,4180,19:00,19:30,49.96,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,maximum,Morning,Generation,1012,05:00,05:30,49.95,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,maximum,Morning,Consumption,3165,08:30,09:00,50.05,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,minimum,Night,Generation,1012,05:00,05:30,49.95,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,minimum,Night,Consumption,2782,02:30,03:00,50.00,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,minimum,Day,Generation,586,07:30,08:00,50.20,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-05-31,minimum,Day,Consumption,3232,09:00,09:30,49.87,official_observed_reference,609b00c4f574e5c76258af00d9094f5b13cd08e2915565a308b71bcd080f4d98
2024-06-01,maximum,Day,Generation,1391,17:00,17:30,50,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,maximum,Day,Consumption,3593,17:00,17:30,50.00,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,maximum,Evening,Generation,1697,20:00,20:30,49.89,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,maximum,Evening,Consumption,4061,19:30,20:00,49.94,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,maximum,Morning,Generation,1319,05:00,05:30,49.96,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,maximum,Morning,Consumption,3204,08:00,08:30,50.07,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,minimum,Night,Generation,1319,05:00,05:30,49.96,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,minimum,Night,Consumption,2940,04:00,04:30,49.93,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,minimum,Day,Generation,989,13:00,13:30,50.07,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-01,minimum,Day,Consumption,3177,13:00,13:30,50.07,official_observed_reference,506f7b3fd6757ef65f0fe8682f0635e4e5bab57e72bff78721e1214bdb17989a
2024-06-02,maximum,Day,Generation,885,16:30,17:00,50.04,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,maximum,Day,Consumption,3218,17:30,18:00,50.04,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,maximum,Evening,Generation,1698,21:00,21:30,49.95,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,maximum,Evening,Consumption,3789,22:00,22:30,49.97,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,maximum,Morning,Generation,977,06:00,06:30,49.97,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,maximum,Morning,Consumption,3112,06:30,07:00,49.97,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,minimum,Night,Generation,717,17:30,18:00,50.04,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,minimum,Night,Consumption,2949,04:30,05:00,50.01,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,minimum,Day,Generation,231,11:00,11:30,49.95,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-02,minimum,Day,Consumption,2829,10:00,10:30,50.03,official_observed_reference,9ff5f50f680243ace638a40a8fbd1bdb53e74d06c9ca807463ff306f5e28f75b
2024-06-03,maximum,Day,Generation,1304,16:30,17:00,50,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,maximum,Day,Consumption,3653,17:30,18:00,50.13,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,maximum,Evening,Generation,1719,20:30,21:00,49.97,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,maximum,Evening,Consumption,4211,19:30,20:00,50.06,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,maximum,Morning,Generation,1235,06:00,06:30,50,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,maximum,Morning,Consumption,3296,06:00,06:30,50.00,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,minimum,Night,Generation,1048,18:00,18:30,50.08,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,minimum,Night,Consumption,2879,04:00,04:30,49.97,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,minimum,Day,Generation,520,09:00,09:30,50.04,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-03,minimum,Day,Consumption,3130,09:00,09:30,50.04,official_observed_reference,3448f12999125f4298b13949a4ba0cefb3c646ec4fc83c427b151b98e2367cd0
2024-06-04,maximum,Day,Generation,1554,16:30,17:00,50.12,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,maximum,Day,Consumption,3922,16:30,17:00,50.12,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,maximum,Evening,Generation,1761,21:00,21:30,50.07,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,maximum,Evening,Consumption,4369,19:30,20:00,50.03,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,maximum,Morning,Generation,1378,06:30,07:00,50.03,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,maximum,Morning,Consumption,3355,07:00,07:30,50.03,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,minimum,Night,Generation,1196,04:00,04:30,50.02,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,minimum,Night,Consumption,2988,04:00,04:30,50.02,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,minimum,Day,Generation,1104,13:00,13:30,50.00,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-04,minimum,Day,Consumption,3374,09:00,09:30,49.96,official_observed_reference,02e2a90cd5f06c2a96e8ab7b670f487eceda61f06a53f3856dcb6405d947acfd
2024-06-05,maximum,Day,Generation,1367,17:00,17:30,50.08,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,maximum,Day,Consumption,3810,17:00,17:30,50.08,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,maximum,Evening,Generation,1751,19:30,20:00,50.09,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,maximum,Evening,Consumption,4400,19:00,19:30,49.97,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,maximum,Morning,Generation,1415,05:30,06:00,50.1,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,maximum,Morning,Consumption,3405,06:00,06:30,50.04,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,minimum,Night,Generation,1150,18:00,18:30,50.02,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,minimum,Night,Consumption,3133,04:30,05:00,50.02,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,minimum,Day,Generation,521,08:30,09:00,50.19,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-05,minimum,Day,Consumption,3131,09:00,09:30,49.94,official_observed_reference,1eb726bb230293ede215bdbc3f9470963fa3f0a6124c73ccc07c32d1d1c16568
2024-06-06,maximum,Day,Generation,1232,16:30,17:00,50.07,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,maximum,Day,Consumption,3876,17:00,17:30,50.02,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,maximum,Evening,Generation,1715,19:30,20:00,50.01,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,maximum,Evening,Consumption,4153,19:00,19:30,50.01,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,maximum,Morning,Generation,1208,05:30,06:00,50.07,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,maximum,Morning,Consumption,3497,06:30,07:00,49.98,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,minimum,Night,Generation,908,03:30,04:00,50.04,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,minimum,Night,Consumption,3199,04:00,04:30,50.01,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,minimum,Day,Generation,472,09:00,09:30,50.14,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-06,minimum,Day,Consumption,3348,09:00,09:30,50.14,official_observed_reference,0717e008ab7d464ad720d829e7bf586cfda8ed78f7313190a6ad1aa21259dac1
2024-06-07,maximum,Day,Generation,1060,17:30,18:00,50.03,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,maximum,Day,Consumption,3648,17:30,18:00,50.03,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,maximum,Evening,Generation,1714,20:30,21:00,50.02,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,maximum,Evening,Consumption,4148,19:00,19:30,50.07,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,maximum,Morning,Generation,1005,06:30,07:00,50.02,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,maximum,Morning,Consumption,3339,07:00,07:30,49.99,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,minimum,Night,Generation,544,04:30,05:00,50.00,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,minimum,Night,Consumption,2915,04:30,05:00,50.00,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,minimum,Day,Generation,566,13:00,13:30,50.07,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-07,minimum,Day,Consumption,3155,09:00,09:30,50.02,official_observed_reference,bed4710302d59d5517a5c2812d5d45f8a46c08f55d7411f8a25d9081ae359655
2024-06-08,maximum,Day,Generation,857,16:00,16:30,50.04,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,maximum,Day,Consumption,3483,16:00,16:30,50.04,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,maximum,Evening,Generation,1664,22:00,22:30,49.98,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,maximum,Evening,Consumption,3866,19:00,19:30,49.93,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,maximum,Morning,Generation,619,06:30,07:00,50.02,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,maximum,Morning,Consumption,3148,08:00,08:30,50.06,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,minimum,Night,Generation,541,04:30,05:00,50.01,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,minimum,Night,Consumption,2948,04:00,04:30,50.08,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,minimum,Day,Generation,376,08:30,09:00,50.02,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-08,minimum,Day,Consumption,3177,09:00,09:30,49.99,official_observed_reference,7ef19a04a958f3423202b7d8343ba1a1e34c5d6c23fff598b0743137a367ade6
2024-06-09,maximum,Day,Generation,503,17:00,17:30,49.99,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,maximum,Day,Consumption,3036,17:30,18:00,49.91,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,maximum,Evening,Generation,1451,22:00,22:30,49.94,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,maximum,Evening,Consumption,3736,20:30,21:00,50.01,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,maximum,Morning,Generation,422,05:30,06:00,50.07,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,maximum,Morning,Consumption,2888,06:30,07:00,50.06,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,minimum,Night,Generation,358,04:30,05:00,49.95,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,minimum,Night,Consumption,2699,04:30,05:00,49.95,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,minimum,Day,Generation,228,09:00,09:30,49.98,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-09,minimum,Day,Consumption,2577,10:30,11:00,49.93,official_observed_reference,c06440eb3a748adc5bb14df54c187f4641216e0cf0cd2a404381ba4ee554781d
2024-06-10,maximum,Day,Generation,924,17:30,18:00,50.07,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,maximum,Day,Consumption,3590,17:30,18:00,50.07,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,maximum,Evening,Generation,1699,21:00,21:30,50,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,maximum,Evening,Consumption,4054,19:30,20:00,50.13,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,maximum,Morning,Generation,633,06:30,07:00,50.04,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,maximum,Morning,Consumption,3100,07:00,07:30,50.06,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,minimum,Night,Generation,337,03:30,04:00,49.95,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,minimum,Night,Consumption,2668,04:00,04:30,49.97,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,minimum,Day,Generation,366,08:30,09:00,50.15,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-10,minimum,Day,Consumption,3042,09:00,09:30,50.03,official_observed_reference,016a1b131e445db2e151acbef973f8d7c32f655adb34f8c49ed390802288dc22
2024-06-11,maximum,Day,Generation,1024,16:30,17:00,50.05,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,maximum,Day,Consumption,3571,17:00,17:30,50.05,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,maximum,Evening,Generation,1735,22:00,22:30,50.05,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,maximum,Evening,Consumption,4208,19:30,20:00,50.05,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,maximum,Morning,Generation,737,05:30,06:00,50.07,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,maximum,Morning,Consumption,3157,07:00,07:30,50.09,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,minimum,Night,Generation,727,05:00,05:30,50.03,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,minimum,Night,Consumption,2835,04:00,04:30,49.95,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
2024-06-11,minimum,Day,Generation,398,15:00,15:30,50.05,official_observed_reference,696748e1b82c4b899bad81bc675c8d50edb7226252ead7d20149a9cfc460a05e
