date,station_name_as_reported,generation_mu,month_cumulative_mu,source_daily_average_mu,reported_maximum_output_mw,reported_maximum_output_time,planned_shutdown_reported,forced_shutdown_reported,machines_available_reported,mp_reported,ep_reported,classification,source_sha256
2024-06-13,Kuthungal,0.0389,0.6797,0.0523,5.6,18,,,3,,1,official_observed_reference,f28dba0f0775262c8b53fc938cc381264bee71642dcf5245a64afd6c9d928124
2024-06-14,Idukki,8.634,143.498,10.2499,740,22,,,6,4,6,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Sabarigiri,5.9572,77.4147,5.5296,300.8,4,,,6,6,6,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Idamalayar,1.1507,14.2528,1.0181,51.6,,,,2,2,2,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Sholayar,0.504,8.3663,0.5976,54.4,21,,,3,,3,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Pallivasal,0.482,6.726,0.4804,20.4,7,,2,4,4,4,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Kuttiadi,1.8697,22.4076,1.6005,191,22,1,,5,,5,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Panniar,0.4293,7.114,0.5081,29.4,,,,2,1,2,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Neriamangalam,0.7972,10.2624,0.733,45,19,,1,3,2,3,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Lower Periyar,1.226,16.333,1.1666,158,22,,,3,,3,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,"Poringalkuthu, PLBE",0.7043,7.6619,0.5473,52.3,20,,,6,2,6,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Sengulam,0.3165,4.57,0.3264,50.8,19,,,4,,4,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Kakkad,0.8727,11.8387,0.8456,37.58,8,,,2,2,2,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Kallada,0.1393,2.0891,0.1492,6,22,,,2,1,1,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Malankara,0.0816,1.0619,0.0758,3.6,1,,,2,2,2,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Maniyar,0.1444,2.1947,0.1568,,,,,3,2,3,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-14,Kuthungal,0.037,0.7167,0.0512,6.6,18,,,3,,2,official_observed_reference,7434f1d7f5ae823147717c8c68fb5f6df9ead4594327e2423c3de336f107007c
2024-06-15,Idukki,11.401,154.899,10.3266,746,23,,,6,4,6,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Sabarigiri,5.9884,83.4031,5.5602,300.8,4,,,6,6,6,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Idamalayar,1.1414,15.3942,1.0263,52.2,19,,,2,2,2,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Sholayar,0.3984,8.7647,0.5843,54.6,22,,,3,,3,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Pallivasal,0.4743,7.2003,0.48,20.2,6,,2,4,4,4,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Kuttiadi,1.8704,24.278,1.6185,193.4,23,1,,5,,5,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Panniar,0.5946,7.7086,0.5139,29.4,,,,2,1,2,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Neriamangalam,0.7023,10.9647,0.731,71.8,23,,1,3,1,3,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Lower Periyar,1.229,17.562,1.1708,160,1,,,3,,3,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,"Poringalkuthu, PLBE",0.6088,8.2707,0.5514,52.04,18,,,6,2,6,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Sengulam,0.3408,4.9108,0.3274,51.4,21,,,4,,4,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Kakkad,0.8636,12.7023,0.8468,37.7,5,,,2,2,2,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Kallada,0.1393,2.2284,0.1486,6,15,,,2,1,1,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Malankara,0.0861,1.148,0.0765,4.35,9,,,2,1,1,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Maniyar,0.1293,2.324,0.1549,,,,,3,2,3,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-15,Kuthungal,0.0336,0.7503,0.05,7.4,18,,,3,,1,official_observed_reference,da57640a48df5cd4bd37f5f261ed021997f6c6a4ee97fb7d60a4d0e827438ce8
2024-06-16,Idukki,10.969,165.868,10.3668,744,4,,,6,3,6,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Sabarigiri,5.2821,88.6852,5.5428,301.2,22,,,6,1,6,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Idamalayar,0.8411,16.2353,1.0147,54.2,2,,,2,,2,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Sholayar,0.5577,9.3224,0.5827,54.4,21,,,3,,3,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Pallivasal,0.4842,7.6845,0.4803,20.4,7,,2,4,4,4,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Kuttiadi,2.629,26.907,1.6817,193.8,2,1,,5,,5,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Panniar,0.6175,8.3261,0.5204,29.2,,,,2,1,2,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Neriamangalam,0.8177,11.7824,0.7364,75.4,,,1,3,1,3,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Lower Periyar,1.069,18.631,1.1644,168,20,,,3,,3,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,"Poringalkuthu, PLBE",0.6336,8.9044,0.5565,51.9,,,,6,,6,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Sengulam,0.3043,5.2151,0.3259,51.2,22,,,4,,4,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Kakkad,0.7619,13.4642,0.8415,37.16,6,,,2,1,2,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Kallada,0.1392,2.3676,0.148,5.8,,,,2,,1,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Malankara,0.0824,1.2303,0.0769,3.6,5,,,2,2,2,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Maniyar,0.1155,2.4394,0.1525,,,,,3,2,3,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-16,Kuthungal,0.0283,0.7786,0.0487,7.2,18,,,3,,1,official_observed_reference,6cc3871d12713e05307ad5ddc61367ef30361e6c0fcee0527226cf66342d0cc8
2024-06-17,Idukki,12.541,178.409,10.4946,746,20,,,6,6,6,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Sabarigiri,5.5511,94.2363,5.5433,301,1,,,6,6,6,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Idamalayar,0.8524,17.0877,1.0052,51,20,,,2,2,2,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Sholayar,0.4553,9.7777,0.5752,54.4,1,,,3,1,3,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Pallivasal,0.4841,8.1686,0.4805,20.4,14,,2,4,4,4,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Kuttiadi,2.4504,29.3574,1.7269,193.2,20,1,,5,2,5,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Panniar,0.6132,8.9393,0.5258,29,1,,,2,2,2,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Neriamangalam,0.7879,12.5703,0.7394,76.4,1,,1,3,1,3,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Lower Periyar,1.157,19.788,1.164,164,20,,,3,,3,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,"Poringalkuthu, PLBE",0.4713,9.3756,0.5515,51.8,20,,,6,2,6,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Sengulam,0.3141,5.5292,0.3252,51.2,22,,,4,,4,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Kakkad,0.7865,14.2507,0.8383,37.32,4,,,2,2,2,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Kallada,0.1389,2.5065,0.1474,5.8,,,,2,1,1,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Malankara,0.0883,1.3186,0.0776,4.35,7,,,2,2,2,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Maniyar,0.1191,2.5585,0.1505,,,,,3,2,3,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-17,Kuthungal,0.0258,0.8044,0.0473,7.2,19,,,3,,1,official_observed_reference,4d3491d1aefb06a8a6fef47d8b534faf23106476492d6699ac11d78a5bdfbcb8
2024-06-18,Idukki,12.301,190.71,10.595,748,3,,,6,6,6,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Sabarigiri,5.6474,99.8837,5.5491,300.8,19,,,6,6,6,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Idamalayar,1.1718,18.2595,1.0144,51,17,,,2,,2,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Sholayar,0.2483,10.026,0.557,54.4,19,,,3,,3,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Pallivasal,0.484,8.6526,0.4807,20.4,6,,2,4,,4,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Kuttiadi,2.3462,31.7036,1.7613,190.4,,1,,5,,5,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Panniar,0.689,9.6283,0.5349,29,,,,2,2,2,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Neriamangalam,0.8223,13.3926,0.744,74,,,1,3,1,3,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Lower Periyar,1.174,20.962,1.1646,162,,,,3,,2,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,"Poringalkuthu, PLBE",0.4811,9.8567,0.5476,51.52,21,,,6,,6,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Sengulam,0.2935,5.8227,0.3235,50.4,23,,,4,,3,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Kakkad,0.8335,15.0843,0.838,37.12,2,,,2,2,2,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Kallada,0.1386,2.6451,0.147,5.8,,,,2,1,1,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Malankara,0.0779,1.3964,0.0776,3.45,,,,2,2,2,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Maniyar,0.1188,2.6773,0.1487,,,,,3,1,2,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-18,Kuthungal,0.0266,0.831,0.0462,7.2,19,,,3,,1,official_observed_reference,3e6f3f69565783f36ca086cd5371237ca64de0335068c4d80c17448be2a553f3
2024-06-19,Idukki,8.868,199.578,10.5041,652,23,,,6,6,6,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Sabarigiri,5.6117,105.4954,5.5524,301.2,20,,,6,6,6,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Idamalayar,0.716,18.9755,0.9987,51,19,,,2,1,2,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Sholayar,0.3361,10.3621,0.5454,54.4,18,,,3,,3,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Pallivasal,0.4838,9.1364,0.4809,20.4,3,,2,4,4,4,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Kuttiadi,1.4681,33.1717,1.7459,183.8,19,1,,5,,5,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Panniar,0.5235,10.1518,0.5343,28.8,1,,,2,1,2,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Neriamangalam,0.7415,14.1341,0.7439,59.4,1,,1,3,2,2,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Lower Periyar,1.386,22.348,1.1762,162,19,,,3,,3,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,"Poringalkuthu, PLBE",0.4821,10.3389,0.5442,51.78,19,,,6,1,6,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Sengulam,0.2897,6.1124,0.3217,50.4,,,,4,,3,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Kakkad,0.8778,15.9621,0.8401,37.82,23,,,2,2,2,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Kallada,0.1388,2.7839,0.1465,5.8,,,,2,,1,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Malankara,0.0758,1.4723,0.0775,3.6,17,,,2,2,2,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Maniyar,0.1905,2.8679,0.1509,,,,,3,2,3,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-19,Kuthungal,0.0323,0.8633,0.0454,7.2,19,,,3,1,2,official_observed_reference,1f635c6be2eb5e541e7aee1b83d34cbc75ac6186724d092005f5f443abb75bf7
2024-06-20,Idukki,6.441,206.019,10.301,638,20,,,6,4,6,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Sabarigiri,5.6129,111.1083,5.5554,300.6,16,,,6,6,6,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Idamalayar,1.1648,20.1403,1.007,51,1,,,2,2,2,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Sholayar,0.3111,10.6732,0.5337,54.6,22,,,3,,3,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Pallivasal,0.4839,9.6203,0.481,20.4,7,,2,4,4,4,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Kuttiadi,1.7533,34.925,1.7463,190,19,1,,5,1,5,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Panniar,0.1951,10.3469,0.5173,28.6,18,,,2,,2,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Neriamangalam,0.8626,14.9967,0.7498,75.6,23,,1,3,2,3,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Lower Periyar,1.124,23.472,1.1736,160,22,,,3,,3,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,"Poringalkuthu, PLBE",0.5194,10.8582,0.5429,51.94,23,,,6,1,6,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Sengulam,0.4001,6.5125,0.3256,51.2,19,,,4,1,4,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Kakkad,0.8958,16.8578,0.8429,38.18,19,,,2,2,2,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Kallada,0.1388,2.9227,0.1461,5.8,,,,2,1,1,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Malankara,0.0834,1.5557,0.0778,3.6,,,,2,2,2,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Maniyar,0.1979,3.0658,0.1533,,,,,3,2,3,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-20,Kuthungal,0.0465,0.9098,0.0455,7.2,21,,,3,,2,official_observed_reference,587c5eda61fb31cd52a5ef29e9174f2ebb7a70c8cad8149b0532977c7c00b5d5
2024-06-21,Idukki,7.842,213.861,10.1839,622,23,,,6,5,5,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Sabarigiri,5.4571,116.5654,5.5507,301.4,19,,,6,6,6,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Idamalayar,1.1714,21.3117,1.0148,51.6,7,,,2,2,2,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Sholayar,0.304,10.9772,0.5227,54.4,21,,,3,,3,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Pallivasal,0.4612,10.0815,0.4801,20.4,5,,2,4,4,4,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Kuttiadi,1.3404,36.2654,1.7269,193,,1,,5,,5,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Panniar,0.2783,10.6252,0.506,28.8,20,,,2,,2,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Neriamangalam,0.5799,15.5766,0.7417,75.8,22,,,4,,4,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Lower Periyar,1.35,24.822,1.182,162,,,,3,,3,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,"Poringalkuthu, PLBE",0.5522,11.4104,0.5434,52.12,19,,,6,1,6,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Sengulam,0.2953,6.8078,0.3242,51.6,21,,,4,,4,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Kakkad,0.894,17.7518,0.8453,38.72,6,,,2,2,2,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Kallada,0.139,3.0617,0.1458,5.8,,,,2,1,2,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Malankara,0.0806,1.6363,0.0779,3.6,,,,2,2,2,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Maniyar,0.2055,3.2712,0.1558,,,,,3,3,3,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-21,Kuthungal,0.0495,0.9593,0.0457,6.4,19,,,3,,1,official_observed_reference,e8e1cbc348974cc823748f79f1fa89c23fb1c5431301a77617e6dc7439b61408
2024-06-22,Idukki,7.373,221.234,10.0561,630,23,,,6,4,6,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Sabarigiri,5.7512,122.3166,5.5598,301,21,,,6,6,6,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Idamalayar,1.0271,22.3388,1.0154,50.6,4,,,2,2,2,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Sholayar,0.3392,11.3164,0.5144,54.6,20,,,3,,3,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Pallivasal,0.4841,10.5656,0.4803,20.4,7,,2,4,4,4,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Kuttiadi,1.1583,37.4237,1.7011,194.8,19,1,,5,,5,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Panniar,0.4005,11.0257,0.5012,28.8,,,,2,,2,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Neriamangalam,0.8164,16.393,0.7451,75.6,19,,,4,1,4,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Lower Periyar,1.678,26.5,1.2045,160,21,,,3,1,3,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,"Poringalkuthu, PLBE",0.6279,12.0384,0.5472,52.08,23,,,6,1,6,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Sengulam,0.291,7.0988,0.3227,51,20,,,4,,4,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Kakkad,0.8854,18.6371,0.8471,37.62,,,,2,2,2,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Kallada,0.1392,3.2009,0.1455,5.8,,,,2,1,2,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Malankara,0.0783,1.7146,0.0779,3.6,,,,2,,1,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Maniyar,0.1844,3.4556,0.1571,,,,,3,3,3,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-22,Kuthungal,0.043,1.0023,0.0456,7,18,,,3,,,official_observed_reference,896aa3128f39b9768a789e4f351c4ca3e2a85f77e04deda0569aa70d9f99e4e0
2024-06-23,Idukki,5.999,227.233,9.8797,632,,1,,5,2,5,official_observed_reference,8edcece5f7a0b374231ff10ab03b21b221716769744d003615b0636721aaed78
2024-06-23,Sabarigiri,3.7282,126.0448,5.4802,296,22,,,6,5,6,official_observed_reference,8edcece5f7a0b374231ff10ab03b21b221716769744d003615b0636721aaed78
2024-06-23,Idamalayar,0.9478,23.2866,1.0125,50.8,20,,,2,2,2,official_observed_reference,8edcece5f7a0b374231ff10ab03b21b221716769744d003615b0636721aaed78
2024-06-23,Sholayar,0.1821,11.4985,0.4999,54.4,,,,3,,3,official_observed_reference,8edcece5f7a0b374231ff10ab03b21b221716769744d003615b0636721aaed78
