date,interface_name_as_reported,import_mu,month_cumulative_mu,source_daily_average_mu,classification,source_sha256
2024-07-01,400KV PKKD,4.521,4.521,,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-01,400KV KOCHI+KOTTAYAM,5.336,5.336,5.336,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-01,400KV KOZHKOD,9.972,9.972,,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-01,400KV NORTH TRSR,4.2585,4.2585,4.2585,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-01,400KV TVM,6.903,6.903,,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-01,220KV_KNPA+SBGR +PVUD+EDMN,8.2196,8.2196,8.2196,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-01,110KV_MJSM +PRSLA,0.6202,0.6202,,official_observed_reference,0f55d2383d3fa21ae7eac100752dd446bf5f527e8efb3e319945475cb53527e9
2024-07-02,400KV MDKA,5.549,10.825,5.4125,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,400KV PKKD,4.4677,8.9887,,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,400KV KOCHI+KOTTAYAM,6.533,11.869,5.9345,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,400KV KOZHKOD,11.094,21.066,,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,400KV NORTH TRSR,4.0355,8.294,4.147,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,400KV TVM,6.791,13.694,,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,220KV_KNPA+SBGR +PVUD+EDMN,8.6133,16.8328,8.4164,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-02,110KV_MJSM +PRSLA,0.6331,1.2534,,official_observed_reference,46c5873ee2d77bf8e993bca2f1450ac82b8e0e355e8be4640fd94899eb17cfc8
2024-07-03,400KV MDKA,5.866,16.691,5.5637,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,400KV PKKD,4.6713,13.66,,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,400KV KOCHI+KOTTAYAM,6.533,18.402,6.134,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,400KV KOZHKOD,10.391,31.457,,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,400KV NORTH TRSR,4.4894,12.7834,4.2611,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,400KV TVM,7.047,20.741,,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,220KV_KNPA+SBGR +PVUD+EDMN,9.155,25.9878,8.6626,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-03,110KV_MJSM +PRSLA,0.6216,1.8749,,official_observed_reference,86b720edeea9789956d0b3a6bb4cae4652e85e9f04ec0e8657fd0cfbbfa71123
2024-07-04,400KV MDKA,5.929,22.62,5.655,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,400KV PKKD,4.723,18.383,,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,400KV KOCHI+KOTTAYAM,8.466,26.868,6.717,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,400KV KOZHKOD,11.244,42.701,,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,400KV NORTH TRSR,3.9985,16.7818,4.1955,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,400KV TVM,7.449,28.19,,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,220KV_KNPA+SBGR +PVUD+EDMN,9.5656,35.5534,8.8884,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-04,110KV_MJSM +PRSLA,0.6214,2.4963,,official_observed_reference,ee428823c6dffd0ce7f7c6b03be4c16110f72367fafc5ca7a3da895492376cfe
2024-07-05,400KV MDKA,6.766,29.386,5.8772,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,400KV PKKD,4.9198,23.3028,,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,400KV KOCHI+KOTTAYAM,5.538,32.406,6.4812,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,400KV KOZHKOD,10.814,53.515,,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,400KV NORTH TRSR,4.551,21.3329,4.2666,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,400KV TVM,7.14,35.33,,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,220KV_KNPA+SBGR +PVUD+EDMN,8.8313,44.3847,8.8769,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-05,110KV_MJSM +PRSLA,0.6377,3.134,,official_observed_reference,ed813e42924572451f237c11866289f187ebca9d2b8140bd447fb6a8003e0ee5
2024-07-06,400KV MDKA,6.107,35.493,5.9155,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,400KV PKKD,4.817,28.1198,,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,400KV KOCHI+KOTTAYAM,7.215,39.621,6.6035,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,400KV KOZHKOD,10.018,63.533,,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,400KV NORTH TRSR,4.5688,25.9017,4.3169,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,400KV TVM,7.188,42.518,,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,220KV_KNPA+SBGR +PVUD+EDMN,9.56,53.9447,8.9908,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-06,110KV_MJSM +PRSLA,0.6066,3.7406,,official_observed_reference,485f91d80f285c96c73b728df1fb45353e95efdc0896e5089a39f58591a20395
2024-07-07,400KV MDKA,4.981,40.474,5.782,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,400KV PKKD,4.614,32.7338,,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,400KV KOCHI+KOTTAYAM,6.511,46.132,6.5903,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,400KV KOZHKOD,8.99,72.523,,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,400KV NORTH TRSR,4.3113,30.2129,4.3161,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,400KV TVM,6.844,49.362,,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,220KV_KNPA+SBGR +PVUD+EDMN,8.6218,62.5666,8.9381,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-07,110KV_MJSM +PRSLA,0.5954,4.3359,,official_observed_reference,4ea1a5fb8173e71c2c940c78d8160b1014e627dc70d38c1c46b13f36b0ab6912
2024-07-08,400KV MDKA,4.615,45.089,5.6361,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,400KV PKKD,4.91,37.6438,,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,400KV KOCHI+KOTTAYAM,5.719,51.851,6.4814,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,400KV KOZHKOD,9.203,81.726,,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,400KV NORTH TRSR,4.5698,34.7828,4.3478,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,400KV TVM,6.939,56.301,,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,220KV_KNPA+SBGR +PVUD+EDMN,9.0199,71.5865,8.9483,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-08,110KV_MJSM +PRSLA,0.5678,4.9037,,official_observed_reference,5607396b9ee6c99fa7a2ded2af54981437ad63b7d17af979d05d5a8bd748ccda
2024-07-09,400KV MDKA,4.904,49.993,5.5548,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,400KV PKKD,5.195,42.8388,,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,400KV KOCHI+KOTTAYAM,6.684,58.535,6.5039,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,400KV KOZHKOD,9.406,91.132,,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,400KV NORTH TRSR,4.4235,39.2062,4.3562,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,400KV TVM,6.973,63.274,,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,220KV_KNPA+SBGR +PVUD+EDMN,8.4744,80.0609,8.8957,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-09,110KV_MJSM +PRSLA,0.5759,5.4796,,official_observed_reference,1c5308fac83ca619af2596c502a6013fde530affa96f6384b2d977a75eb6fe43
2024-07-10,400KV MDKA,5.018,55.011,5.5011,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,400KV PKKD,5.2039,48.0427,,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,400KV KOCHI+KOTTAYAM,6.428,64.963,6.4963,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,400KV KOZHKOD,9.403,100.535,,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,400KV NORTH TRSR,4.6705,43.8767,4.3877,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,400KV TVM,7.354,70.628,,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,220KV_KNPA+SBGR +PVUD+EDMN,8.7977,88.8585,8.8859,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-10,110KV_MJSM +PRSLA,0.5886,6.0682,,official_observed_reference,1f6cb4fa6c4ff073afc1ee01f2625301d95e2f2c32631b7a6db072d84a8e7703
2024-07-11,400KV MDKA,5.326,60.337,5.4852,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,400KV PKKD,5.703,53.7457,,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,400KV KOCHI+KOTTAYAM,6.955,71.918,6.538,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,400KV KOZHKOD,10.21,110.745,,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,400KV NORTH TRSR,4.6221,48.4989,4.409,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,400KV TVM,7.427,78.055,,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,220KV_KNPA+SBGR +PVUD+EDMN,8.4444,97.303,8.8457,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-11,110KV_MJSM +PRSLA,0.6258,6.694,,official_observed_reference,a13229a7c8f6e4a404170c247a4fbc73da09784beb9fd1517f107bcf94ff4b9e
2024-07-12,400KV MDKA,5.733,66.07,5.5058,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,400KV PKKD,5.723,59.4687,,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,400KV KOCHI+KOTTAYAM,8.31,80.228,6.6857,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,400KV KOZHKOD,11.362,122.107,,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,400KV NORTH TRSR,4.7325,53.2314,4.4359,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,400KV TVM,7.786,85.841,,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,220KV_KNPA+SBGR +PVUD+EDMN,10.0525,107.3555,8.9463,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-12,110KV_MJSM +PRSLA,0.6235,7.3175,,official_observed_reference,e86c3f3884cf718a8be66554bee52973997c9cbe71c0ee312952f72399b110d6
2024-07-13,400KV MDKA,5.427,71.497,5.4998,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,400KV PKKD,5.2021,64.6708,,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,400KV KOCHI+KOTTAYAM,7.858,88.086,6.7758,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,400KV KOZHKOD,10.709,132.816,,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,400KV NORTH TRSR,4.6554,57.8867,4.4528,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,400KV TVM,7.345,93.186,,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,220KV_KNPA+SBGR +PVUD+EDMN,10.3606,117.7161,9.0551,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-13,110KV_MJSM +PRSLA,0.5934,7.9109,,official_observed_reference,91b7a6a3e215df892ea7e8846b524a56dbce0404cc5bc59db503c156c72e2c82
2024-07-14,400KV MDKA,4.578,76.075,5.4339,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,400KV PKKD,4.1227,68.7935,,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,400KV KOCHI+KOTTAYAM,5.951,94.037,6.7169,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,400KV KOZHKOD,9.005,141.821,,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,400KV NORTH TRSR,4.1966,62.0834,4.4345,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,400KV TVM,6.787,99.973,,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,220KV_KNPA+SBGR +PVUD+EDMN,10.0766,127.7927,9.128,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-14,110KV_MJSM +PRSLA,0.5649,8.4758,,official_observed_reference,62d896a04f7f8200365c62fb350dc208787179b830a602da0552474f0dc25fd3
2024-07-15,400KV MDKA,4.49,80.565,5.371,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,400KV PKKD,4.2712,73.0647,,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,400KV KOCHI+KOTTAYAM,4.882,98.919,6.5946,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,400KV KOZHKOD,8.375,150.196,,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,400KV NORTH TRSR,3.777,65.8604,4.3907,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,400KV TVM,7.209,107.182,,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,220KV_KNPA+SBGR +PVUD+EDMN,10.2235,138.0161,9.2011,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-15,110KV_MJSM +PRSLA,0.5736,9.0494,,official_observed_reference,c3fcebb86c3181e9d3d592e1955b5079f96949b3f988c06d97ac8140e3cc61ce
2024-07-16,400KV MDKA,3.596,84.161,5.2601,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,400KV PKKD,3.5461,76.6108,,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,400KV KOCHI+KOTTAYAM,5.715,104.634,6.5396,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,400KV KOZHKOD,8.444,158.64,,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,400KV NORTH TRSR,3.8443,69.7046,4.3565,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,400KV TVM,6.933,114.115,,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,220KV_KNPA+SBGR +PVUD+EDMN,10.6178,148.6339,9.2896,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-16,110KV_MJSM +PRSLA,0.5816,9.631,,official_observed_reference,d013e3692602e6ca7d29d6f92c2d684e9455cc3d3b08b3496bfdb65544fabf6b
2024-07-17,400KV MDKA,4.789,88.95,5.2324,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,400KV PKKD,4.208,80.8188,,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,400KV KOCHI+KOTTAYAM,4.422,109.056,6.4151,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,400KV KOZHKOD,8.161,166.801,,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,400KV NORTH TRSR,4.3632,74.0678,4.3569,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,400KV TVM,6.608,120.723,,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,220KV_KNPA+SBGR +PVUD+EDMN,8.9965,157.6304,9.2724,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-17,110KV_MJSM +PRSLA,0.5788,10.2098,,official_observed_reference,4c42a55b51aee04d1dca97819aee65271205dac80f2f63735f4e290672334c32
2024-07-18,400KV MDKA,4.559,93.509,5.1949,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,400KV PKKD,3.9144,84.7332,,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,400KV KOCHI+KOTTAYAM,4.543,113.599,6.3111,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,400KV KOZHKOD,7.711,174.512,,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,400KV NORTH TRSR,4.0327,78.1005,4.3389,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,400KV TVM,6.34,127.063,,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,220KV_KNPA+SBGR +PVUD+EDMN,9.4414,167.0719,9.2818,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-18,110KV_MJSM +PRSLA,0.5836,10.7934,,official_observed_reference,21bc72a052080bb84679a11c08de816fe2da2dd2ec00dcde10b12f8a55460f80
2024-07-19,400KV MDKA,4.486,97.995,5.1576,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,400KV PKKD,3.6268,88.3599,,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,400KV KOCHI+KOTTAYAM,5.747,119.346,6.2814,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,400KV KOZHKOD,8.14,182.652,,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,400KV NORTH TRSR,3.7403,81.8409,4.3074,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,400KV TVM,6.489,133.552,,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,220KV_KNPA+SBGR +PVUD+EDMN,10.4867,177.5586,9.3452,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-19,110KV_MJSM +PRSLA,0.5974,11.3908,,official_observed_reference,e70a50c5b34204b0af9240c4a0ddfe330437d1a6e0a52a6ad686489a7b62fa8c
2024-07-20,400KV MDKA,3.955,101.95,5.0975,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,400KV PKKD,4.2361,92.596,,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,400KV KOCHI+KOTTAYAM,5.122,124.468,6.2234,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,400KV KOZHKOD,8.496,191.148,,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,400KV NORTH TRSR,3.8882,85.7291,4.2865,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,400KV TVM,6.788,140.34,,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,220KV_KNPA+SBGR +PVUD+EDMN,10.5276,188.0862,9.4043,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-20,110KV_MJSM +PRSLA,0.6194,12.0102,,official_observed_reference,50399f2d97c849c25d2060dda714f48983bd30a12c44c7594b676f84ac82b3a1
2024-07-21,400KV MDKA,3.154,105.104,5.005,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,400KV PKKD,4.1296,96.7256,,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,400KV KOCHI+KOTTAYAM,3.655,128.123,6.1011,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,400KV KOZHKOD,8.25,199.398,,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,400KV NORTH TRSR,3.7749,89.5039,4.2621,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,400KV TVM,6.974,147.314,,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,220KV_KNPA+SBGR +PVUD+EDMN,11.663,199.7492,9.5119,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-21,110KV_MJSM +PRSLA,0.5815,12.5918,,official_observed_reference,62946def665b330fe5dabc9362a5369e772c9486ce07bac1d38d856404ed19f9
2024-07-22,400KV MDKA,2.914,108.018,4.9099,official_observed_reference,be7c5ffbbd165079b51f799df0cbe534f3e849466b55896e62e36094ef234f2b
2024-07-22,400KV PKKD,4.4548,101.1804,,official_observed_reference,be7c5ffbbd165079b51f799df0cbe534f3e849466b55896e62e36094ef234f2b
